User1|5|6|11|13|15|17|18|21|24|32|36|38|1|3|7|27|30|31|37|12|16|20|22|33|34|39|40|43|2|4|8|26|29|35|42|14|25|9|19|23|28|10|41|44
User9|3|4|39|5|24|18|31|32|36|11|17|21|30|38|33|12|7|20|40|6|13|15|22|27|43|2|23|37|16|34|8|9|19|1|29|35|42|14|25|41|28|26|10|44
User10|5|17|21|23|24|30|31|33|39|18|2|7|9|12|19|20|22|32|36|38|40|41|27|43|1|3|4|8|11|26|6|13|14|15|16|25|28|29|34|35|42|10|37|44
User14|24|31|5|17|21|32|38|39|11|1|4|20|36|40|33|12|27|3|6|13|15|22|43|18|30|2|23|37|16|34|8|9|19|26|7|35|29|42|41|14|25|28|10|44
User15|5|17|21|31|18|32|36|38|30|39|33|12|27|3|7|20|40|6|13|15|22|1|43|4|11|2|23|37|16|34|8|9|19|26|24|29|35|42|41|14|25|28|10|44
